Healthy, Infected, Recovered, Immune
18270,20707,61023,0
18184,20821,60995,0
18107,20883,61010,0
18023,20993,60984,0
17916,21124,60960,0
17851,21233,60916,0
17764,21328,60908,0
17721,21406,60873,0
17644,21476,60880,0
17558,21561,60881,0
17478,21637,60885,0
17387,21749,60864,0
17288,21875,60837,0
17192,21963,60845,0
17095,22094,60811,0
17036,22147,60817,0
16967,22253,60780,0
16909,22314,60777,0
16865,22363,60772,0
16799,22453,60748,0
16734,22489,60777,0
16680,22545,60775,0
16592,22670,60738,0
16506,22757,60737,0
16442,22821,60737,0
16426,22855,60719,0
16417,22868,60715,0
16357,22927,60716,0
16297,23006,60697,0
16237,23081,60682,0
16212,23124,60664,0
16144,23209,60647,0
16085,23270,60645,0
16011,23345,60644,0
15957,23407,60636,0
15928,23462,60610,0
15869,23540,60591,0
15814,23608,60578,0
15776,23665,60559,0
15704,23699,60597,0
15663,23722,60615,0
15654,23710,60636,0
15615,23751,60634,0
15569,23774,60657,0
15545,23791,60664,0
15500,23844,60656,0
15471,23900,60629,0
15428,23937,60635,0
15390,23946,60664,0
15353,24023,60624,0
15293,24068,60639,0
15235,24129,60636,0
15224,24143,60633,0
15157,24211,60632,0
15160,24239,60601,0
15104,24258,60638,0
15043,24297,60660,0
15007,24329,60664,0
14976,24351,60673,0
14905,24405,60690,0
14849,24464,60687,0
14801,24484,60715,0
14767,24533,60700,0
14724,24554,60722,0
14705,24531,60764,0
14686,24538,60776,0
14634,24558,60808,0
14600,24557,60843,0
14586,24556,60858,0
14528,24563,60909,0
14445,24562,60993,0
14425,24535,61040,0
14376,24528,61096,0
14350,24516,61134,0
14319,24496,61185,0
14332,24460,61208,0
14296,24462,61242,0
14232,24480,61288,0
14221,24447,61332,0
14181,24441,61378,0
14161,24414,61425,0
14142,24417,61441,0
14121,24329,61550,0
14093,24318,61589,0
14088,24251,61661,0
14067,24167,61766,0
14036,24126,61838,0
14032,24080,61888,0
14032,24015,61953,0
13996,23995,62009,0
13980,23974,62046,0
13965,23949,62086,0
13922,23917,62161,0
13926,23872,62202,0
13970,23814,62216,0
13937,23765,62298,0
13926,23682,62392,0
13913,23608,62479,0
13896,23569,62535,0
13870,23563,62567,0
13874,23521,62605,0
13868,23442,62690,0
13848,23358,62794,0
13842,23308,62850,0
13818,23233,62949,0
13831,23126,63043,0
13824,23059,63117,0
13790,23028,63182,0
13776,22980,63244,0
13759,22924,63317,0
13752,22812,63436,0
13759,22711,63530,0
13791,22630,63579,0
13790,22554,63656,0
13773,22502,63725,0
13793,22408,63799,0
13787,22322,63891,0
13838,22185,63977,0
13858,22103,64039,0
13860,22031,64109,0
13893,21930,64177,0
13901,21805,64294,0
13876,21710,64414,0
13863,21595,64542,0
13873,21469,64658,0
13859,21412,64729,0
13863,21327,64810,0
13864,21234,64902,0
13839,21168,64993,0
13861,21012,65127,0
13899,20882,65219,0
13876,20802,65322,0
13852,20743,65405,0
13812,20686,65502,0
13798,20654,65548,0
13932,20370,65698,0
16152,16695,67153,0
16055,16737,67208,0
15970,16762,67268,0
15909,16775,67316,0
15851,16751,67398,0
15810,16731,67459,0
15777,16637,67586,0
15733,16576,67691,0
15705,16496,67799,0
15693,16431,67876,0
15658,16380,67962,0
15618,16336,68046,0
15592,16267,68141,0
15573,16210,68217,0
15566,16107,68327,0
15526,16063,68411,0
15546,15956,68498,0
15525,15865,68610,0
15496,15791,68713,0
15455,15732,68813,0
15420,15669,68911,0
15432,15578,68990,0
15394,15550,69056,0
15381,15530,69089,0
15323,15513,69164,0
15275,15519,69206,0
15260,15489,69251,0
15231,15458,69311,0
15193,15408,69399,0
15177,15323,69500,0
15165,15258,69577,0
15181,15186,69633,0
15171,15141,69688,0
15166,15071,69763,0
15128,15037,69835,0
15121,14967,69912,0
15101,14900,69999,0
15077,14870,70053,0
15057,14844,70099,0
15022,14819,70159,0
14990,14807,70203,0
14951,14779,70270,0
14918,14740,70342,0
14917,14693,70390,0
14913,14651,70436,0
14904,14603,70493,0
14882,14559,70559,0
14887,14518,70595,0
14894,14440,70666,0
14903,14407,70690,0
14909,14354,70737,0
14916,14331,70753,0
14898,14341,70761,0
14911,14282,70807,0
14915,14242,70843,0
14907,14207,70886,0
14895,14154,70951,0
14904,14104,70992,0
14877,14095,71028,0
14871,14065,71064,0
14870,14050,71080,0
14887,13987,71126,0
14884,13949,71167,0
14865,13933,71202,0
14823,13945,71232,0
14828,13896,71276,0
14825,13849,71326,0
14805,13823,71372,0
14795,13783,71422,0
14797,13762,71441,0
14808,13735,71457,0
14790,13717,71493,0
14791,13684,71525,0
14794,13651,71555,0
14790,13613,71597,0
14797,13557,71646,0
14817,13501,71682,0
14846,13469,71685,0
14825,13449,71726,0
14836,13419,71745,0
14783,13418,71799,0
14754,13382,71864,0
14755,13362,71883,0
14778,13322,71900,0
14784,13304,71912,0
14795,13269,71936,0
14795,13242,71963,0
14809,13209,71982,0
14788,13167,72045,0
14786,13175,72039,0
14789,13150,72061,0
15158,12574,72268,0
15109,12615,72276,0
15088,12672,72240,0
15055,12762,72183,0
15045,12880,72075,0
15000,13005,71995,0
14998,13125,71877,0
14979,13245,71776,0
14966,13366,71668,0
14951,13476,71573,0
14919,13594,71487,0
14890,13714,71396,0
14875,13848,71277,0
14885,13962,71153,0
14874,14063,71063,0
14834,14196,70970,0
14804,14301,70895,0
14767,14420,70813,0
14720,14551,70729,0
14705,14664,70631,0
14675,14770,70555,0
14655,14773,70572,0
14634,14687,70679,0
14613,14560,70827,0
14595,14436,70969,0
14561,14367,71072,0
14534,14290,71176,0
14499,14246,71255,0
14507,14194,71299,0
14487,14142,71371,0
14483,14090,71427,0
14466,14021,71513,0
14461,13971,71568,0
14449,13938,71613,0
14437,13912,71651,0
14415,13819,71766,0
14397,13824,71779,0
14389,13755,71856,0
14377,13719,71904,0
14364,13683,71953,0
14334,13653,72013,0
14310,13606,72084,0
14291,13574,72135,0
14270,13530,72200,0
14246,13515,72239,0
14222,13490,72288,0
14210,13446,72344,0
14205,13389,72406,0
14187,13321,72492,0
14189,13240,72571,0
14171,13176,72653,0
14129,13129,72742,0
14093,13087,72820,0
14092,13042,72866,0
14068,13002,72930,0
14050,12984,72966,0
14020,12966,73014,0
13999,12944,73057,0
13985,12913,73102,0
13981,12886,73133,0
13972,12849,73179,0
13953,12814,73233,0
13893,12805,73302,0
13879,12732,73389,0
13844,12716,73440,0
13834,12641,73525,0
13832,12601,73567,0
13837,12552,73611,0
13817,12518,73665,0
13816,12463,73721,0
13808,12453,73739,0
13788,12410,73802,0
13782,12370,73848,0
13765,12318,73917,0
13746,12288,73966,0
13737,12262,74001,0
13726,12221,74053,0
13730,12174,74096,0
13721,12121,74158,0
13728,12074,74198,0
13725,12059,74216,0
13713,12029,74258,0
13718,11971,74311,0
13707,11912,74381,0
13686,11866,74448,0
13680,11834,74486,0
13655,11833,74512,0
13639,11784,74577,0
13615,11762,74623,0
13593,11747,74660,0
13611,11655,74734,0
13601,11615,74784,0
13617,11572,74811,0
13602,11542,74856,0
13590,11494,74916,0
13601,11447,74952,0
13601,11402,74997,0
13602,11355,75043,0
13608,11310,75082,0
13594,11261,75145,0
13587,11237,75176,0
13574,11214,75212,0
13586,11176,75238,0
13554,11165,75281,0
13566,11127,75307,0
13559,11085,75356,0
13538,11047,75415,0
13522,11020,75458,0
13523,10987,75490,0
13528,10959,75513,0
13520,10933,75547,0
13512,10900,75588,0
13517,10869,75614,0
13505,10837,75658,0
13509,10767,75724,0
13526,10731,75743,0
13526,10718,75756,0
13529,10749,75722,0
13522,10796,75682,0
13525,10863,75612,0
13514,10913,75573,0
13527,10912,75561,0
13524,10875,75601,0
13529,10818,75653,0
13537,10764,75699,0
13528,10709,75763,0
13528,10643,75829,0
13528,10594,75878,0
13524,10542,75934,0
13534,10495,75971,0
13548,10432,76020,0
13561,10391,76048,0
13565,10341,76094,0
13576,10297,76127,0
13576,10210,76214,0
13590,10171,76239,0
13598,10123,76279,0
13615,10055,76330,0
13636,9992,76372,0
13652,9925,76423,0
13644,9873,76483,0
13670,9830,76500,0
13653,9798,76549,0
13666,9737,76597,0
13674,9677,76649,0
13676,9627,76697,0
13708,9569,76723,0
13739,9500,76761,0
13775,9445,76780,0
13769,9425,76806,0
13773,9377,76850,0
13794,9342,76864,0
13803,9319,76878,0
13818,9288,76894,0
13810,9262,76928,0
13850,9217,76933,0
13855,9174,76971,0
13872,9131,76997,0
13894,9100,77006,0
13898,9049,77053,0
13909,9016,77075,0
13931,8992,77077,0
13946,8944,77110,0
13961,8911,77128,0
13977,8864,77159,0
14022,8799,77179,0
14055,8726,77219,0
14069,8688,77243,0
14072,8679,77249,0
14082,8638,77280,0
14103,8586,77311,0
14094,8580,77326,0
14103,8528,77369,0
14119,8473,77408,0
14142,8443,77415,0
14166,8405,77429,0
14183,8371,77446,0
14201,8335,77464,0
14205,8319,77476,0
14214,8290,77496,0
14245,8260,77495,0
14262,8229,77509,0
14279,8204,77517,0
14297,8148,77555,0
14332,8118,77550,0
14355,8080,77565,0
14379,8046,77575,0
14402,8039,77559,0
14434,8008,77558,0
14475,7971,77554,0
14503,7924,77573,0
14533,7909,77558,0
14562,7898,77540,0
14577,7888,77535,0
14593,7874,77533,0
14608,7880,77512,0
14613,7855,77532,0
14627,7827,77546,0
14656,7843,77501,0
14701,7806,77493,0
14721,7791,77488,0
14762,7769,77469,0
14772,7750,77478,0
14805,7738,77457,0
14823,7712,77465,0
14877,7690,77433,0
14917,7681,77402,0
14942,7649,77409,0
14979,7629,77392,0
15000,7594,77406,0
15024,7564,77412,0
15063,7554,77383,0
15075,7552,77373,0
15090,7545,77365,0
15125,7522,77353,0
15153,7511,77336,0
15187,7492,77321,0
15233,7478,77289,0
15274,7468,77258,0
15307,7469,77224,0
15330,7456,77214,0
15335,7462,77203,0
15349,7471,77180,0
15393,7456,77151,0
15397,7456,77147,0
15420,7449,77131,0
15459,7437,77104,0
15471,7432,77097,0
15494,7428,77078,0
15564,7393,77043,0
15596,7375,77029,0
15612,7383,77005,0
15647,7384,76969,0
15665,7382,76953,0
15684,7372,76944,0
15701,7378,76921,0
15717,7395,76888,0
15763,7385,76852,0
15788,7363,76849,0
15790,7380,76830,0
15810,7386,76804,0
15847,7382,76771,0
15877,7397,76726,0
15898,7390,76712,0
15932,7383,76685,0
15983,7371,76646,0
15996,7378,76626,0
16018,7375,76607,0
16058,7366,76576,0
16068,7365,76567,0
16080,7359,76561,0
16100,7356,76544,0
16150,7335,76515,0
16184,7342,76474,0
16197,7346,76457,0
16224,7339,76437,0
16254,7343,76403,0
16269,7346,76385,0
16281,7347,76372,0
16309,7341,76350,0
16319,7360,76321,0
16354,7371,76275,0
16384,7383,76233,0
16448,7374,76178,0
16474,7356,76170,0
16491,7366,76143,0
16509,7372,76119,0
16528,7397,76075,0
16566,7394,76040,0
16590,7410,76000,0
16631,7415,75954,0
16666,7414,75920,0
16700,7412,75888,0
16713,7423,75864,0
16756,7429,75815,0
16805,7419,75776,0
16829,7419,75752,0
16857,7424,75719,0
16900,7415,75685,0
16928,7418,75654,0
16943,7443,75614,0
16973,7460,75567,0
16982,7461,75557,0
17012,7468,75520,0
17042,7467,75491,0
17060,7485,75455,0
17086,7490,75424,0
17119,7512,75369,0
17135,7545,75320,0
17167,7568,75265,0
17205,7587,75208,0
17234,7587,75179,0
17257,7617,75126,0
17268,7642,75090,0
17288,7670,75042,0
17332,7658,75010,0
17354,7677,74969,0
17371,7690,74939,0
17414,7690,74896,0
17446,7708,74846,0
17462,7722,74816,0
17512,7724,74764,0
17541,7725,74734,0
17562,7743,74695,0
17600,7760,74640,0
17629,7790,74581,0
17648,7822,74530,0
17692,7844,74464,0
17735,7863,74402,0
17748,7895,74357,0
17779,7920,74301,0
17809,7947,74244,0
17829,7984,74187,0
17879,8015,74106,0
17920,8053,74027,0
17938,8080,73982,0
17969,8114,73917,0
18004,8125,73871,0
18023,8156,73821,0
18079,8179,73742,0
18124,8191,73685,0
18174,8199,73627,0
18223,8231,73546,0
18285,8240,73475,0
18346,8268,73386,0
18435,8288,73277,0
18493,8305,73202,0
18524,8334,73142,0
18562,8377,73061,0
18588,8427,72985,0
18607,8475,72918,0
18629,8490,72881,0
18678,8527,72795,0
18698,8573,72729,0
18724,8594,72682,0
18800,8637,72563,0
18871,8670,72459,0
18910,8700,72390,0
18943,8752,72305,0
18993,8812,72195,0
19006,8856,72138,0
20430,8299,71271,0
20436,8375,71189,0
20436,8452,71112,0
20440,8514,71046,0
20484,8552,70964,0
20543,8586,70871,0
20568,8629,70803,0
20584,8667,70749,0
20600,8720,70680,0
20624,8781,70595,0
20688,8813,70499,0
20697,8875,70428,0
20726,8914,70360,0
20749,8948,70303,0
20800,9006,70194,0
20841,9044,70115,0
20888,9091,70021,0
20951,9124,69925,0
20979,9187,69834,0
21026,9262,69712,0
21043,9306,69651,0
21088,9342,69570,0
21123,9392,69485,0
21180,9451,69369,0
21213,9506,69281,0
21268,9547,69185,0
21343,9586,69071,0
21383,9640,68977,0
21429,9660,68911,0
21478,9696,68826,0
21545,9767,68688,0
21626,9808,68566,0
21661,9879,68460,0
21687,9929,68384,0
21752,9989,68259,0
21796,10045,68159,0
21796,10134,68070,0
21836,10199,67965,0
21892,10266,67842,0
21953,10308,67739,0
22015,10365,67620,0
22068,10436,67496,0
22109,10488,67403,0
22160,10547,67293,0
22217,10597,67186,0
22266,10666,67068,0
22309,10760,66931,0
22368,10822,66810,0
22412,10903,66685,0
22491,10944,66565,0
22561,10977,66462,0
22604,11043,66353,0
22623,11123,66254,0
22693,11183,66124,0
22785,11230,65985,0
22866,11291,65843,0
22876,11365,65759,0
22905,11435,65660,0
22961,11504,65535,0
22987,11578,65435,0
23032,11653,65315,0
23082,11724,65194,0
23112,11799,65089,0
23158,11856,64986,0
23224,11898,64878,0
23282,11963,64755,0
23326,12036,64638,0
23355,12134,64511,0
23402,12198,64400,0
23454,12275,64271,0
23513,12352,64135,0
23587,12430,63983,0
23619,12520,63861,0
23682,12583,63735,0
23751,12653,63596,0
23786,12737,63477,0
23822,12794,63384,0
23856,12872,63272,0
23905,12969,63126,0
23945,13058,62997,0
23972,13140,62888,0
24005,13202,62793,0
24071,13268,62661,0
24081,13383,62536,0
24133,13476,62391,0
24163,13559,62278,0
24201,13623,62176,0
24189,13733,62078,0
24221,13807,61972,0
24230,13902,61868,0
24290,13978,61732,0
24298,14102,61600,0
24293,14212,61495,0
24285,14325,61390,0
24265,14441,61294,0
24282,14502,61216,0
24279,14613,61108,0
24280,14679,61041,0
24270,14775,60955,0
24270,14836,60894,0
24243,14890,60867,0
24207,14979,60814,0
24185,15045,60770,0
24225,15129,60646,0
24283,15216,60501,0
24294,15312,60394,0
24325,15387,60288,0
24338,15474,60188,0
24392,15526,60082,0
24415,15611,59974,0
24465,15717,59818,0
24504,15858,59638,0
24527,16041,59432,0
24525,16216,59259,0
24506,16416,59078,0
24550,16595,58855,0
24597,16800,58603,0
24570,17010,58420,0
24617,17197,58186,0
24632,17383,57985,0
24640,17564,57796,0
24608,17686,57706,0
24613,17788,57599,0
24660,17801,57539,0
24689,17871,57440,0
24671,17974,57355,0
24660,18076,57264,0
24634,18209,57157,0
24625,18345,57030,0
24631,18424,56945,0
24626,18513,56861,0
24591,18613,56796,0
24617,18679,56704,0
24605,18780,56615,0
24589,18876,56535,0
24582,18960,56458,0
24574,19074,56352,0
24570,19173,56257,0
24566,19269,56165,0
24562,19359,56079,0
24530,19457,56013,0
24527,19561,55912,0
24470,19661,55869,0
24467,19737,55796,0
24452,19836,55712,0
24449,19936,55615,0
24463,20027,55510,0
24399,20140,55461,0
24418,20216,55366,0
24400,20324,55276,0
24378,20425,55197,0
24328,20552,55120,0
24338,20641,55021,0
24321,20766,54913,0
24263,20901,54836,0
24242,21023,54735,0
24188,21154,54658,0
24166,21252,54582,0
24132,21356,54512,0
24103,21433,54464,0
24086,21552,54362,0
24089,21634,54277,0
24074,21789,54137,0
24052,21931,54017,0
24069,22010,53921,0
24020,22128,53852,0
23991,22248,53761,0
23953,22348,53699,0
23857,22477,53666,0
23802,22592,53606,0
23740,22709,53551,0
23685,22798,53517,0
23603,22927,53470,0
23565,23018,53417,0
23499,23128,53373,0
23431,23245,53324,0
23419,23319,53262,0
23352,23443,53205,0
23311,23519,53170,0
23241,23621,53138,0
23160,23728,53112,0
23092,23804,53104,0
23037,23872,53091,0
22986,23937,53077,0
22941,24002,53057,0
22871,24106,53023,0
22792,24190,53018,0
22754,24251,52995,0
22707,24319,52974,0
22637,24393,52970,0
22576,24483,52941,0
22471,24576,52953,0
22423,24636,52941,0
22343,24722,52935,0
22228,24837,52935,0
22154,24914,52932,0
22097,24988,52915,0
22034,25060,52906,0
21969,25123,52908,0
21873,25193,52934,0
21797,25271,52932,0
21671,25343,52986,0
21579,25405,53016,0
21474,25468,53058,0
21366,25548,53086,0
21300,25571,53129,0
21208,25633,53159,0
21119,25696,53185,0
21034,25766,53200,0
20944,25813,53243,0
20852,25866,53282,0
20752,25921,53327,0
20674,25978,53348,0
20569,26026,53405,0
20489,26027,53484,0
20388,26029,53583,0
20288,26096,53616,0
20176,26161,53663,0
20084,26189,53727,0
20011,26202,53787,0
19889,26243,53868,0
19798,26261,53941,0
19697,26316,53987,0
19587,26342,54071,0
19495,26347,54158,0
19396,26379,54225,0
19318,26407,54275,0
19212,26431,54357,0
19116,26449,54435,0
19028,26486,54486,0
18938,26491,54571,0
18870,26479,54651,0
18778,26502,54720,0
18688,26545,54767,0
18615,26549,54836,0
18528,26558,54914,0
18438,26569,54993,0
18367,26572,55061,0
18280,26574,55146,0
18206,26527,55267,0
18110,26529,55361,0
18029,26526,55445,0
17947,26494,55559,0
17865,26458,55677,0
17797,26442,55761,0
17740,26424,55836,0
17657,26421,55922,0
17581,26386,56033,0
17513,26338,56149,0
17443,26317,56240,0
17343,26295,56362,0
17260,26303,56437,0
17185,26264,56551,0
17112,26234,56654,0
17043,26195,56762,0
16998,26144,56858,0
16945,26105,56950,0
16894,26056,57050,0
16832,26003,57165,0
16782,25973,57245,0
16675,25983,57342,0
16607,25942,57451,0
16551,25886,57563,0
16485,25877,57638,0
16409,25846,57745,0
16322,25817,57861,0
16232,25782,57986,0
16169,25768,58063,0
16105,25721,58174,0
16029,25691,58280,0
15967,25650,58383,0
15920,25587,58493,0
15869,25512,58619,0
15786,25478,58736,0
15719,25418,58863,0
15650,25355,58995,0
15617,25266,59117,0
15573,25170,59257,0
15542,25072,59386,0
15502,25002,59496,0
15451,24946,59603,0
15397,24878,59725,0
15341,24817,59842,0
15284,24787,59929,0
15260,24693,60047,0
15227,24644,60129,0
15163,24591,60246,0
15148,24495,60357,0
15136,24402,60462,0
15097,24321,60582,0
15048,24260,60692,0
14988,24203,60809,0
14940,24138,60922,0
14888,24100,61012,0
14822,24075,61103,0
14810,23998,61192,0
14800,23921,61279,0
14757,23840,61403,0
14718,23797,61485,0
14663,23756,61581,0
14616,23708,61676,0
14584,23603,61813,0
14550,23529,61921,0
14549,23398,62053,0
14517,23314,62169,0
14469,23271,62260,0
14451,23199,62350,0
14445,23130,62425,0
14404,23073,62523,0
14366,23010,62624,0
14317,22982,62701,0
14281,22930,62789,0
14255,22814,62931,0
14225,22777,62998,0
14207,22706,63087,0
14171,22608,63221,0
14141,22521,63338,0
14115,22442,63443,0
14049,22372,63579,0
14001,22320,63679,0
13966,22246,63788,0
13940,22152,63908,0
13901,22071,64028,0
13863,21974,64163,0
13831,21888,64281,0
13788,21808,64404,0
13746,21703,64551,0
13699,21627,64674,0
13649,21535,64816,0
13632,21453,64915,0
13603,21370,65027,0
13591,21233,65176,0
13550,21196,65254,0
13536,21093,65371,0
14076,19650,66274,0
14035,19590,66375,0
13978,19541,66481,0
13931,19501,66568,0
13892,19457,66651,0
13816,19433,66751,0
13778,19378,66844,0
13730,19327,66943,0
13718,19260,67022,0
13676,19210,67114,0
13616,19170,67214,0
13598,19077,67325,0
13595,19030,67375,0
13570,19002,67428,0
13537,18922,67541,0
13502,18883,67615,0
13491,18820,67689,0
13472,18761,67767,0
13464,18661,67875,0
13417,18637,67946,0
13372,18612,68016,0
13324,18584,68092,0
13280,18528,68192,0
13241,18487,68272,0
13197,18445,68358,0
13174,18425,68401,0
13168,18348,68484,0
13137,18317,68546,0
13119,18247,68634,0
13118,18168,68714,0
13094,18119,68787,0
13076,18080,68844,0
13041,18020,68939,0
13002,17935,69063,0
12960,17887,69153,0
12925,17831,69244,0
12935,17767,69298,0
12924,17739,69337,0
12923,17702,69375,0
12897,17659,69444,0
12876,17620,69504,0
12846,17595,69559,0
12825,17531,69644,0
12792,17511,69697,0
12780,17433,69787,0
12782,17369,69849,0
12774,17313,69913,0
12750,17238,70012,0
12739,17183,70078,0
12732,17112,70156,0
12728,17047,70225,0
12735,16973,70292,0
12712,16923,70365,0
12681,16888,70431,0
12682,16820,70498,0
12643,16765,70592,0
12639,16696,70665,0
12609,16672,70719,0
12593,16638,70769,0
12580,16580,70840,0
12561,16540,70899,0
12532,16510,70958,0
12530,16458,71012,0
12523,16403,71074,0
12520,16349,71131,0
12494,16281,71225,0
12490,16182,71328,0
12451,16143,71406,0
12428,16067,71505,0
12404,16042,71554,0
12380,15999,71621,0
12371,15942,71687,0
12354,15886,71760,0
12324,15820,71856,0
12300,15756,71944,0
12296,15697,72007,0
12287,15640,72073,0
12296,15524,72180,0
12285,15460,72255,0
12255,15413,72332,0
12243,15343,72414,0
12217,15290,72493,0
12226,15207,72567,0
12220,15133,72647,0
12206,15095,72699,0
12166,15072,72762,0
12114,15057,72829,0
12089,14994,72917,0
12084,14958,72958,0
12049,14900,73051,0
12031,14843,73126,0
12013,14780,73207,0
11990,14717,73293,0
11976,14649,73375,0
11985,14564,73451,0
11972,14545,73483,0
11985,14463,73552,0
11969,14393,73638,0
11943,14354,73703,0
11955,14289,73756,0
11925,14225,73850,0
11908,14152,73940,0
11881,14079,74040,0
11874,14034,74092,0
11855,13974,74171,0
11845,13896,74259,0
11803,13845,74352,0
11784,13790,74426,0
11782,13720,74498,0
11743,13684,74573,0
11724,13671,74605,0
11716,13617,74667,0
11714,13534,74752,0
11689,13490,74821,0
11673,13419,74908,0
11660,13350,74990,0
11673,13299,75028,0
11660,13328,75012,0
11631,13418,74951,0
11632,13500,74868,0
11622,13578,74800,0
11617,13647,74736,0
11601,13742,74657,0
11599,13750,74651,0
11586,13698,74716,0
11582,13599,74819,0
11589,13500,74911,0
11578,13426,74996,0
11576,13327,75097,0
11555,13268,75177,0
11545,13193,75262,0
11549,13098,75353,0
11541,13034,75425,0
11523,12966,75511,0
11518,12926,75556,0
11514,12840,75646,0
11531,12781,75688,0
11527,12726,75747,0
11510,12684,75806,0
11485,12634,75881,0
11495,12560,75945,0
11498,12517,75985,0
11481,12491,76028,0
11463,12452,76085,0
11451,12357,76192,0
11433,12290,76277,0
11449,12228,76323,0
11453,12124,76423,0
11457,12029,76514,0
11465,11977,76558,0
11441,11944,76615,0
11433,11893,76674,0
11429,11834,76737,0
11440,11788,76772,0
11446,11742,76812,0
11452,11679,76869,0
11462,11593,76945,0
11447,11541,77012,0
11444,11481,77075,0
11443,11425,77132,0
11419,11387,77194,0
11406,11335,77259,0
11403,11287,77310,0
11388,11246,77366,0
11381,11189,77430,0
11388,11137,77475,0
11388,11083,77529,0
11396,11017,77587,0
11395,10970,77635,0
11374,10921,77705,0
11367,10887,77746,0
11373,10828,77799,0
11371,10793,77836,0
11371,10732,77897,0
11353,10716,77931,0
11323,10687,77990,0
11326,10640,78034,0
11318,10596,78086,0
11307,10562,78131,0
11294,10524,78182,0
11267,10482,78251,0
11252,10468,78280,0
11250,10406,78344,0
11238,10341,78421,0
11233,10275,78492,0
11225,10222,78553,0
11225,10172,78603,0
11211,10141,78648,0
11185,10124,78691,0
11181,10078,78741,0
11181,10030,78789,0
11185,9966,78849,0
11176,9914,78910,0
11175,9834,78991,0
11198,9790,79012,0
11191,9740,79069,0
11206,9671,79123,0
11220,9621,79159,0
11230,9538,79232,0
11227,9498,79275,0
11226,9436,79338,0
11242,9399,79359,0
11251,9334,79415,0
11243,9308,79449,0
11234,9259,79507,0
11229,9232,79539,0
11240,9177,79583,0
11241,9117,79642,0
11241,9066,79693,0
11261,8991,79748,0
11262,8930,79808,0
11256,8893,79851,0
11259,8848,79893,0
11251,8812,79937,0
11258,8769,79973,0
11244,8734,80022,0
11239,8677,80084,0
11234,8624,80142,0
11250,8585,80165,0
11248,8555,80197,0
11267,8510,80223,0
11282,8469,80249,0
11312,8425,80263,0
11323,8381,80296,0
11332,8345,80323,0
11346,8281,80373,0
11332,8247,80421,0
11330,8230,80440,0
11339,8180,80481,0
11337,8147,80516,0
11361,8103,80536,0
11380,8055,80565,0
11385,8015,80600,0
11382,7969,80649,0
11397,7918,80685,0
11384,7887,80729,0
11395,7872,80733,0
11392,7841,80767,0
11412,7818,80770,0
11413,7804,80783,0
11431,7772,80797,0
11444,7752,80804,0
11453,7719,80828,0
11462,7683,80855,0
11473,7670,80857,0
11478,7623,80899,0
11483,7598,80919,0
11473,7576,80951,0
11479,7559,80962,0
11489,7528,80983,0
11479,7514,81007,0
11486,7506,81008,0
11486,7490,81024,0
11509,7451,81040,0
11530,7421,81049,0
11523,7401,81076,0
11538,7388,81074,0
11546,7358,81096,0
11562,7323,81115,0
11572,7299,81129,0
11575,7292,81133,0
11587,7289,81124,0
11610,7260,81130,0
11629,7216,81155,0
11636,7198,81166,0
11652,7179,81169,0
11670,7161,81169,0
11679,7159,81162,0
11678,7136,81186,0
11706,7099,81195,0
11705,7089,81206,0
11730,7077,81193,0
11743,7055,81202,0
11757,7047,81196,0
11771,7027,81202,0
11775,7023,81202,0
11783,7000,81217,0
11798,6994,81208,0
11822,6971,81207,0
11825,6966,81209,0
11850,6959,81191,0
11844,6941,81215,0
11855,6922,81223,0
11892,6894,81214,0
11925,6877,81198,0
11929,6856,81215,0
11946,6833,81221,0
11977,6804,81219,0
11999,6790,81211,0
12019,6763,81218,0
12036,6737,81227,0
12072,6716,81212,0
12085,6707,81208,0
12114,6697,81189,0
12112,6699,81189,0
12123,6675,81202,0
12146,6637,81217,0
12168,6638,81194,0
12211,6620,81169,0
12231,6608,81161,0
12259,6568,81173,0
12285,6536,81179,0
12305,6517,81178,0
12307,6509,81184,0
12332,6493,81175,0
12350,6468,81182,0
12360,6443,81197,0
12362,6442,81196,0
12387,6436,81177,0
12413,6424,81163,0
12423,6407,81170,0
12442,6393,81165,0
12470,6371,81159,0
12494,6347,81159,0
12492,6346,81162,0
12500,6343,81157,0
12535,6333,81132,0
12543,6351,81106,0
12582,6347,81071,0
12615,6351,81034,0
12643,6354,81003,0
12652,6360,80988,0
12661,6371,80968,0
12704,6363,80933,0
12719,6366,80915,0
12765,6357,80878,0
12804,6360,80836,0
12819,6353,80828,0
12843,6347,80810,0
12873,6343,80784,0
12893,6335,80772,0
12927,6331,80742,0
12949,6323,80728,0
12964,6338,80698,0
12993,6342,80665,0
13002,6349,80649,0
13007,6348,80645,0
13037,6341,80622,0
13070,6340,80590,0
13089,6337,80574,0
13104,6331,80565,0
13133,6321,80546,0
13142,6337,80521,0
13559,6085,80356,0
13593,6079,80328,0
13622,6076,80302,0
13632,6080,80288,0
13652,6079,80269,0
13679,6090,80231,0
13723,6085,80192,0
13737,6096,80167,0
13751,6106,80143,0
13773,6092,80135,0
13790,6115,80095,0
13816,6120,80064,0
13859,6114,80027,0
13878,6121,80001,0
13909,6112,79979,0
13940,6120,79940,0
13985,6113,79902,0
14010,6120,79870,0
14037,6126,79837,0
14060,6117,79823,0
14093,6124,79783,0
14107,6133,79760,0
14130,6138,79732,0
14152,6155,79693,0
14169,6162,79669,0
14175,6187,79638,0
